date,temperature_c,precipitation_mm,is_holiday
2025-01-01,3.2,0.0,True
2025-01-02,-3.3,16.7,False
2025-01-03,-1.8,11.5,False
2025-01-04,-0.7,0.0,False
2025-01-05,-4.3,0.3,False
2025-01-06,-2.0,0.0,False
2025-01-07,-2.0,1.0,True
2025-01-08,-7.3,0.0,False
2025-01-09,1.1,0.0,False
2025-01-10,-0.2,1.0,False
2025-01-11,-3.9,1.2,False
2025-01-12,-2.5,0.0,False
2025-01-13,-0.4,0.0,False
2025-01-14,-2.7,7.9,False
2025-01-15,-2.6,0.0,False
2025-01-16,-6.3,0.0,False
2025-01-17,-0.2,7.5,False
2025-01-18,-1.5,0.0,False
2025-01-19,-1.0,5.0,False
2025-01-20,-6.3,0.0,False
2025-01-21,3.3,0.0,False
2025-01-22,-1.2,0.0,False
2025-01-23,-2.7,0.0,False
2025-01-24,4.6,0.0,False
2025-01-25,-1.6,0.0,False
2025-01-26,-5.7,0.0,False
2025-01-27,-2.5,0.0,False
2025-01-28,-8.1,4.1,False
2025-01-29,2.0,0.0,False
2025-01-30,-2.3,0.0,False
2025-01-31,-3.2,2.3,False
2025-02-01,2.3,0.3,False
2025-02-02,-5.8,0.0,False
2025-02-03,0.9,0.0,False
2025-02-04,-6.8,8.2,False
2025-02-05,-2.5,0.0,False
2025-02-06,-4.0,2.0,False
2025-02-07,4.1,3.4,False
2025-02-08,5.2,0.0,False
2025-02-09,-1.0,0.0,False
2025-02-10,2.6,1.6,False
2025-02-11,-0.3,1.9,False
2025-02-12,2.1,0.0,False
2025-02-13,-1.8,0.0,False
2025-02-14,-4.5,0.0,False
2025-02-15,-4.6,22.7,False
2025-02-16,2.1,0.0,False
2025-02-17,7.8,0.0,False
2025-02-18,2.0,0.0,False
2025-02-19,-0.2,0.0,False
2025-02-20,7.3,0.0,False
2025-02-21,2.4,0.2,False
2025-02-22,2.2,7.4,False
2025-02-23,2.8,4.6,True
2025-02-24,1.8,0.0,False
2025-02-25,1.5,0.0,False
2025-02-26,-1.7,0.0,False
2025-02-27,4.2,0.0,False
2025-02-28,2.6,3.0,False
2025-03-01,6.7,0.0,False
2025-03-02,2.2,0.0,False
2025-03-03,-2.2,0.0,False
2025-03-04,3.4,1.1,False
2025-03-05,9.0,0.0,False
2025-03-06,2.9,0.0,False
2025-03-07,1.6,0.0,False
2025-03-08,0.9,0.0,True
2025-03-09,1.5,0.0,False
2025-03-10,4.0,0.0,False
2025-03-11,1.5,0.0,False
2025-03-12,9.8,0.0,False
2025-03-13,4.7,0.0,False
2025-03-14,6.1,0.0,False
2025-03-15,10.3,0.0,False
2025-03-16,10.7,0.7,False
2025-03-17,5.7,0.0,False
2025-03-18,7.6,0.0,False
2025-03-19,9.0,1.2,False
2025-03-20,6.5,0.0,False
2025-03-21,1.9,0.0,False
2025-03-22,9.5,0.0,False
2025-03-23,10.4,0.0,False
2025-03-24,9.2,0.0,False
2025-03-25,5.4,0.0,False
2025-03-26,7.8,0.0,False
2025-03-27,6.9,0.3,False
2025-03-28,8.0,0.0,False
2025-03-29,13.0,0.0,False
2025-03-30,14.0,0.0,False
2025-03-31,11.6,1.1,False
2025-04-01,11.5,0.0,False
2025-04-02,12.1,0.0,False
2025-04-03,10.3,0.0,False
2025-04-04,10.3,3.1,False
2025-04-05,8.8,2.0,False
2025-04-06,10.9,0.0,False
2025-04-07,18.1,0.0,False
2025-04-08,14.1,0.0,False
2025-04-09,10.7,0.0,False
2025-04-10,10.6,4.7,False
2025-04-11,9.6,0.0,False
2025-04-12,13.6,0.0,False
2025-04-13,13.9,0.0,False
2025-04-14,8.6,0.0,False
2025-04-15,14.7,0.0,False
2025-04-16,11.7,0.0,False
2025-04-17,18.0,0.0,False
2025-04-18,14.4,0.0,False
2025-04-19,19.3,0.0,False
2025-04-20,13.0,0.0,False
2025-04-21,13.8,0.0,False
2025-04-22,15.8,0.0,False
2025-04-23,18.3,0.0,False
2025-04-24,17.0,0.0,False
2025-04-25,11.9,0.0,False
2025-04-26,16.4,0.0,False
2025-04-27,16.1,0.1,False
2025-04-28,15.0,0.0,False
2025-04-29,14.6,0.0,False
2025-04-30,22.0,0.0,False
2025-05-01,15.8,0.0,True
2025-05-02,14.6,0.0,False
2025-05-03,19.3,0.0,False
2025-05-04,18.0,0.0,False
2025-05-05,17.6,0.0,False
2025-05-06,20.4,0.0,False
2025-05-07,19.7,0.0,False
2025-05-08,19.6,2.3,False
2025-05-09,21.6,0.0,True
2025-05-10,19.8,0.0,False
2025-05-11,17.3,0.0,False
2025-05-12,18.2,9.0,False
2025-05-13,18.0,6.6,False
2025-05-14,20.4,0.0,False
2025-05-15,16.7,0.0,False
2025-05-16,14.6,0.0,False
2025-05-17,20.6,0.0,False
2025-05-18,16.5,0.0,False
2025-05-19,14.9,0.0,False
2025-05-20,22.0,0.0,False
2025-05-21,18.9,0.0,False
2025-05-22,22.8,0.0,False
2025-05-23,19.8,0.0,False
2025-05-24,18.3,0.0,False
2025-05-25,18.1,0.0,False
2025-05-26,20.4,0.0,False
2025-05-27,21.3,0.0,False
2025-05-28,19.8,0.0,False
2025-05-29,21.6,0.0,False
2025-05-30,18.0,0.9,False
2025-05-31,22.8,0.0,False
2025-06-01,17.5,0.0,False
2025-06-02,22.5,0.0,False
2025-06-03,25.3,0.0,False
2025-06-04,26.6,0.1,False
2025-06-05,28.6,0.0,False
2025-06-06,19.0,0.0,False
2025-06-07,26.0,0.0,False
2025-06-08,27.5,0.0,False
2025-06-09,27.0,0.0,False
2025-06-10,21.4,0.0,False
2025-06-11,25.5,0.0,False
2025-06-12,30.0,0.0,True
2025-06-13,20.0,0.0,False
2025-06-14,26.0,0.0,False
2025-06-15,28.0,6.0,False
2025-06-16,22.7,0.0,False
2025-06-17,26.6,0.0,False
2025-06-18,21.8,0.0,False
2025-06-19,22.6,0.0,False
2025-06-20,22.7,0.0,False
2025-06-21,25.8,4.3,False
2025-06-22,25.0,0.0,False
2025-06-23,28.2,0.0,False
2025-06-24,22.6,4.0,False
2025-06-25,25.1,0.0,False
2025-06-26,28.5,0.0,False
2025-06-27,27.3,0.0,False
2025-06-28,21.7,8.9,False
2025-06-29,27.7,0.0,False
2025-06-30,24.3,0.0,False
2025-07-01,27.0,0.0,False
2025-07-02,26.8,0.0,False
2025-07-03,29.5,0.0,False
2025-07-04,26.3,0.0,False
2025-07-05,20.4,0.4,False
2025-07-06,21.9,0.0,False
2025-07-07,28.2,0.0,False
2025-07-08,25.2,0.0,False
2025-07-09,29.4,0.0,False
2025-07-10,26.8,0.0,False
2025-07-11,23.8,0.0,False
2025-07-12,29.2,0.0,False
2025-07-13,23.6,0.0,False
2025-07-14,19.8,0.0,False
2025-07-15,32.1,0.0,False
2025-07-16,20.2,0.0,False
2025-07-17,27.8,0.0,False
2025-07-18,28.7,0.0,False
2025-07-19,26.3,0.0,False
2025-07-20,20.8,0.0,False
2025-07-21,28.8,0.0,False
2025-07-22,21.4,0.0,False
2025-07-23,21.6,0.0,False
2025-07-24,24.5,0.0,False
2025-07-25,27.9,0.0,False
2025-07-26,26.4,0.0,False
2025-07-27,27.9,0.0,False
2025-07-28,24.0,0.0,False
2025-07-29,24.8,0.0,False
2025-07-30,21.8,0.0,False
2025-07-31,24.2,0.0,False
2025-08-01,26.8,0.0,False
2025-08-02,24.0,0.0,False
2025-08-03,26.3,0.0,False
2025-08-04,23.0,0.0,False
2025-08-05,22.9,0.0,False
2025-08-06,24.7,0.0,False
2025-08-07,23.8,0.0,False
2025-08-08,26.1,13.1,False
2025-08-09,24.7,0.0,False
2025-08-10,29.3,0.0,False
2025-08-11,23.3,0.0,False
2025-08-12,23.2,0.0,False
2025-08-13,20.6,0.0,False
2025-08-14,23.6,0.0,False
2025-08-15,25.5,0.0,False
2025-08-16,21.1,0.0,False
2025-08-17,23.0,0.0,False
2025-08-18,25.2,0.0,False
2025-08-19,22.5,0.0,False
2025-08-20,21.1,0.0,False
2025-08-21,25.5,0.0,False
2025-08-22,22.7,0.0,False
2025-08-23,23.4,0.0,False
2025-08-24,25.6,0.0,False
2025-08-25,25.3,0.0,False
2025-08-26,20.7,0.0,False
2025-08-27,20.0,0.0,False
2025-08-28,22.2,0.0,False
2025-08-29,20.8,1.2,False
2025-08-30,15.3,0.0,False
2025-08-31,24.6,0.0,False
2025-09-01,20.7,0.0,False
2025-09-02,22.6,0.0,False
2025-09-03,16.7,0.0,False
2025-09-04,23.9,0.0,False
2025-09-05,18.1,0.0,False
2025-09-06,19.3,2.2,False
2025-09-07,15.2,0.0,False
2025-09-08,18.7,0.0,False
2025-09-09,18.3,0.0,False
2025-09-10,18.3,0.0,False
2025-09-11,19.9,3.1,False
2025-09-12,18.6,0.0,False
2025-09-13,21.1,0.0,False
2025-09-14,16.5,0.0,False
2025-09-15,14.7,2.1,False
2025-09-16,17.5,1.1,False
2025-09-17,19.2,3.1,False
2025-09-18,20.8,1.1,False
2025-09-19,19.3,0.0,False
2025-09-20,11.3,0.0,False
2025-09-21,17.5,0.0,False
2025-09-22,20.5,6.2,False
2025-09-23,16.1,1.0,False
2025-09-24,14.1,0.0,False
2025-09-25,16.4,0.0,False
2025-09-26,13.7,3.4,False
2025-09-27,16.9,0.0,False
2025-09-28,14.7,0.0,False
2025-09-29,18.7,24.6,False
2025-09-30,15.8,0.0,False
2025-10-01,11.9,0.3,False
2025-10-02,15.6,2.9,False
2025-10-03,16.4,0.0,False
2025-10-04,11.6,0.0,False
2025-10-05,11.8,0.6,False
2025-10-06,5.9,0.0,False
2025-10-07,15.3,0.3,False
2025-10-08,10.6,0.0,False
2025-10-09,5.8,0.0,False
2025-10-10,6.6,0.0,False
2025-10-11,11.0,3.4,False
2025-10-12,13.7,7.1,False
2025-10-13,10.9,0.0,False
2025-10-14,12.3,0.6,False
2025-10-15,7.4,0.0,False
2025-10-16,6.4,2.4,False
2025-10-17,12.9,0.2,False
2025-10-18,11.4,7.3,False
2025-10-19,9.6,0.0,False
2025-10-20,13.3,0.0,False
2025-10-21,6.4,5.9,False
2025-10-22,7.7,0.0,False
2025-10-23,11.9,2.9,False
2025-10-24,14.1,0.0,False
2025-10-25,8.3,0.0,False
2025-10-26,13.1,6.5,False
2025-10-27,6.0,0.0,False
2025-10-28,8.6,0.0,False
2025-10-29,6.9,2.3,False
2025-10-30,2.4,1.5,False
2025-10-31,7.7,11.1,False
2025-11-01,9.5,0.0,False
2025-11-02,6.0,0.0,False
2025-11-03,6.1,0.0,False
2025-11-04,10.2,6.3,True
2025-11-05,2.1,1.5,False
2025-11-06,1.1,0.0,False
2025-11-07,3.4,0.0,False
2025-11-08,1.6,7.0,False
2025-11-09,9.0,0.0,False
2025-11-10,5.7,0.0,False
2025-11-11,2.0,0.7,False
2025-11-12,2.5,3.7,False
2025-11-13,12.7,0.0,False
2025-11-14,2.1,4.6,False
2025-11-15,1.5,0.3,False
2025-11-16,4.5,1.1,False
2025-11-17,5.3,0.0,False
2025-11-18,3.9,7.7,False
2025-11-19,0.3,1.1,False
2025-11-20,-0.6,0.0,False
2025-11-21,4.4,0.0,False
2025-11-22,2.3,0.0,False
2025-11-23,-2.6,0.0,False
2025-11-24,5.6,0.0,False
2025-11-25,4.3,0.6,False
2025-11-26,1.1,0.0,False
2025-11-27,0.8,1.8,False
2025-11-28,2.2,0.0,False
2025-11-29,-0.8,4.7,False
2025-11-30,-2.9,2.4,False
2025-12-01,2.0,0.0,False
2025-12-02,-3.5,8.1,False
2025-12-03,1.9,0.0,False
2025-12-04,-3.8,0.0,False
2025-12-05,0.1,1.5,False
2025-12-06,-0.1,3.7,False
2025-12-07,5.5,0.0,False
2025-12-08,-3.2,8.9,False
2025-12-09,-4.3,1.4,False
2025-12-10,-2.1,0.0,False
2025-12-11,-3.7,0.1,False
2025-12-12,-2.2,0.7,False
2025-12-13,0.7,0.4,False
2025-12-14,1.7,0.0,False
2025-12-15,4.2,0.0,False
2025-12-16,-3.1,0.0,False
2025-12-17,7.0,11.6,False
2025-12-18,4.9,0.0,False
2025-12-19,-1.7,4.9,False
2025-12-20,-8.1,0.0,False
2025-12-21,-1.5,1.4,False
2025-12-22,-1.1,0.0,False
2025-12-23,-8.3,0.0,False
2025-12-24,-1.3,0.0,False
2025-12-25,-2.2,0.0,False
2025-12-26,-4.0,0.0,False
2025-12-27,0.2,0.0,False
2025-12-28,1.3,0.0,False
2025-12-29,-3.2,0.0,False
2025-12-30,-1.1,14.9,False
2025-12-31,-3.8,0.0,True
2026-01-01,-4.2,0.0,True
2026-01-02,-1.7,0.0,False
2026-01-03,-0.4,0.0,False
2026-01-04,-3.6,0.0,False
2026-01-05,-8.6,0.6,False
2026-01-06,-0.2,0.0,False
2026-01-07,-6.8,0.0,True
2026-01-08,-1.6,0.0,False
2026-01-09,3.3,0.0,False
2026-01-10,-2.0,0.0,False
2026-01-11,-5.6,7.5,False
2026-01-12,-6.4,0.0,False
2026-01-13,1.5,0.0,False
2026-01-14,-2.0,8.3,False
2026-01-15,-0.3,5.8,False
2026-01-16,0.9,0.0,False
2026-01-17,-2.0,0.0,False
2026-01-18,-2.7,0.0,False
2026-01-19,-4.6,1.2,False
2026-01-20,-11.0,0.0,False
2026-01-21,-6.2,0.6,False
2026-01-22,-1.8,1.7,False
2026-01-23,-2.1,0.0,False
2026-01-24,-0.3,0.0,False
2026-01-25,-1.8,2.2,False
2026-01-26,-0.9,3.8,False
2026-01-27,1.0,1.9,False
2026-01-28,-3.9,5.6,False
2026-01-29,-2.0,2.9,False
2026-01-30,-5.9,1.6,False
2026-01-31,1.9,5.2,False
2026-02-01,-0.8,3.2,False
2026-02-02,0.7,2.4,False
2026-02-03,3.9,0.0,False
2026-02-04,2.6,0.0,False
2026-02-05,-0.7,0.8,False
2026-02-06,2.0,0.0,False
2026-02-07,-4.6,0.0,False
2026-02-08,1.2,10.8,False
2026-02-09,0.4,1.4,False
2026-02-10,-4.8,0.0,False
2026-02-11,4.2,0.0,False
2026-02-12,-1.7,0.0,False
2026-02-13,2.5,0.0,False
2026-02-14,-0.6,0.0,False
2026-02-15,3.8,1.6,False
2026-02-16,4.9,8.5,False
2026-02-17,-1.4,0.0,False
2026-02-18,-3.4,0.0,False
2026-02-19,1.0,0.0,False
2026-02-20,4.1,1.3,False
2026-02-21,0.6,7.5,False
2026-02-22,0.0,3.7,False
2026-02-23,3.5,0.0,True
2026-02-24,-6.1,0.2,False
2026-02-25,0.4,4.3,False
2026-02-26,-1.6,1.9,False
2026-02-27,3.6,3.1,False
2026-02-28,0.7,0.0,False
2026-03-01,-0.2,0.0,False
2026-03-02,2.2,0.0,False
2026-03-03,-0.9,0.0,False
2026-03-04,3.6,0.0,False
2026-03-05,1.8,1.4,False
2026-03-06,2.9,3.6,False
2026-03-07,2.1,0.0,False
2026-03-08,7.2,2.6,True
2026-03-09,4.3,0.0,False
2026-03-10,6.5,0.0,False
2026-03-11,6.5,0.0,False
2026-03-12,2.9,0.0,False
2026-03-13,7.2,0.0,False
2026-03-14,6.8,0.0,False
2026-03-15,6.9,0.0,False
2026-03-16,5.0,0.0,False
2026-03-17,5.1,0.0,False
2026-03-18,9.0,0.0,False
2026-03-19,13.4,0.0,False
2026-03-20,4.6,0.0,False
2026-03-21,8.9,0.0,False
2026-03-22,6.4,0.5,False
2026-03-23,10.1,0.0,False
2026-03-24,9.3,0.0,False
2026-03-25,11.4,1.3,False
2026-03-26,0.0,0.0,False
2026-03-27,6.9,4.2,False
2026-03-28,5.9,6.0,False
2026-03-29,8.8,0.0,False
2026-03-30,7.2,0.0,False
2026-03-31,7.7,0.0,False
2026-04-01,11.9,0.0,False
2026-04-02,15.8,0.0,False
2026-04-03,1.8,0.0,False
2026-04-04,9.6,0.0,False
2026-04-05,11.7,1.4,False
2026-04-06,11.1,0.0,False
2026-04-07,10.2,0.0,False
2026-04-08,7.5,0.0,False
2026-04-09,8.9,0.0,False
2026-04-10,14.2,5.6,False
2026-04-11,15.5,0.0,False
2026-04-12,12.8,0.0,False
2026-04-13,10.2,0.0,False
2026-04-14,13.3,0.0,False
2026-04-15,12.5,0.0,False
2026-04-16,15.1,0.0,False
2026-04-17,14.0,0.0,False
2026-04-18,12.1,10.4,False
2026-04-19,14.7,0.0,False
2026-04-20,10.9,0.0,False
2026-04-21,17.1,0.0,False
2026-04-22,18.4,0.7,False
2026-04-23,11.6,0.0,False
2026-04-24,16.6,0.0,False
2026-04-25,12.6,1.7,False
2026-04-26,19.0,0.0,False
2026-04-27,18.8,0.0,False
2026-04-28,15.6,0.0,False
2026-04-29,19.5,0.0,False
2026-04-30,15.4,0.0,False
2026-05-01,15.0,0.0,True
2026-05-02,15.5,0.0,False
2026-05-03,17.0,0.0,False
2026-05-04,16.7,0.0,False
2026-05-05,18.3,0.0,False
2026-05-06,16.2,0.0,False
2026-05-07,20.6,0.0,False
2026-05-08,21.6,0.0,False
2026-05-09,17.2,0.0,True
2026-05-10,14.6,0.0,False
2026-05-11,21.3,0.0,False
2026-05-12,22.7,1.5,False
2026-05-13,19.0,0.0,False
2026-05-14,15.9,0.0,False
2026-05-15,20.7,0.0,False
2026-05-16,24.7,0.0,False
2026-05-17,14.7,0.0,False
2026-05-18,22.0,0.0,False
2026-05-19,19.8,0.0,False
2026-05-20,18.3,0.0,False
2026-05-21,22.6,0.0,False
2026-05-22,17.4,0.0,False
2026-05-23,22.3,0.0,False
2026-05-24,25.6,0.0,False
2026-05-25,22.3,0.0,False
2026-05-26,19.3,0.0,False
2026-05-27,16.8,0.0,False
2026-05-28,18.4,7.1,False
2026-05-29,16.9,0.0,False
2026-05-30,27.4,0.0,False
2026-05-31,22.0,0.0,False
2026-06-01,19.8,0.0,False
2026-06-02,19.2,0.0,False
2026-06-03,20.0,0.0,False
2026-06-04,22.4,0.0,False
2026-06-05,19.7,0.0,False
2026-06-06,28.7,1.2,False
2026-06-07,21.5,0.0,False
2026-06-08,21.5,9.3,False
